geometry,soiltype
"POLYGON ((1363433.434877821 7546684.861747535, 1363433.434877821 7551684.861747535, 1358433.434877821 7551684.861747535, 1358433.434877821 7546684.861747535, 1363433.434877821 7546684.861747535))",DSG
"POLYGON ((1363433.434877821 7551684.861747535, 1363433.434877821 7556684.861747535, 1358433.434877821 7556684.861747535, 1358433.434877821 7551684.861747535, 1363433.434877821 7551684.861747535))",DSG
"POLYGON ((1363433.434877821 7556684.861747535, 1363433.434877821 7561684.861747535, 1358433.434877821 7561684.861747535, 1358433.434877821 7556684.861747535, 1363433.434877821 7556684.861747535))",DSG
"POLYGON ((1363433.434877821 7561684.861747535, 1363433.434877821 7566684.861747535, 1358433.434877821 7566684.861747535, 1358433.434877821 7561684.861747535, 1363433.434877821 7561684.861747535))",ML
"POLYGON ((1363433.434877821 7566684.861747535, 1363433.434877821 7571684.861747535, 1358433.434877821 7571684.861747535, 1358433.434877821 7566684.861747535, 1363433.434877821 7566684.861747535))",ML
"POLYGON ((1363433.434877821 7571684.861747535, 1363433.434877821 7576684.861747535, 1358433.434877821 7576684.861747535, 1358433.434877821 7571684.861747535, 1363433.434877821 7571684.861747535))",F
"POLYGON ((1363433.434877821 7576684.861747535, 1363433.434877821 7581684.861747535, 1358433.434877821 7581684.861747535, 1358433.434877821 7576684.861747535, 1363433.434877821 7576684.861747535))",DSG
"POLYGON ((1363433.434877821 7581684.861747535, 1363433.434877821 7586684.861747535, 1358433.434877821 7586684.861747535, 1358433.434877821 7581684.861747535, 1363433.434877821 7581684.861747535))",ES
"POLYGON ((1368433.434877821 7341684.861747535, 1368433.434877821 7346684.861747535, 1363433.434877821 7346684.861747535, 1363433.434877821 7341684.861747535, 1368433.434877821 7341684.861747535))",ML
"POLYGON ((1368433.434877821 7346684.861747535, 1368433.434877821 7351684.861747535, 1363433.434877821 7351684.861747535, 1363433.434877821 7346684.861747535, 1368433.434877821 7346684.861747535))",ML
"POLYGON ((1368433.434877821 7351684.861747535, 1368433.434877821 7356684.861747535, 1363433.434877821 7356684.861747535, 1363433.434877821 7351684.861747535, 1368433.434877821 7351684.861747535))",ML
"POLYGON ((1368433.434877821 7356684.861747535, 1368433.434877821 7361684.861747535, 1363433.434877821 7361684.861747535, 1363433.434877821 7356684.861747535, 1368433.434877821 7356684.861747535))",ML
"POLYGON ((1368433.434877821 7361684.861747535, 1368433.434877821 7366684.861747535, 1363433.434877821 7366684.861747535, 1363433.434877821 7361684.861747535, 1368433.434877821 7361684.861747535))",ML
"POLYGON ((1368433.434877821 7366684.861747535, 1368433.434877821 7371684.861747535, 1363433.434877821 7371684.861747535, 1363433.434877821 7366684.861747535, 1368433.434877821 7366684.861747535))",HSL
"POLYGON ((1368433.434877821 7371684.861747535, 1368433.434877821 7376684.861747535, 1363433.434877821 7376684.861747535, 1363433.434877821 7371684.861747535, 1368433.434877821 7371684.861747535))",HSL
"POLYGON ((1368433.434877821 7406684.861747535, 1368433.434877821 7411684.861747535, 1363433.434877821 7411684.861747535, 1363433.434877821 7406684.861747535, 1368433.434877821 7406684.861747535))",ML
"POLYGON ((1368433.434877821 7411684.861747535, 1368433.434877821 7416684.861747535, 1363433.434877821 7416684.861747535, 1363433.434877821 7411684.861747535, 1368433.434877821 7411684.861747535))",ML
"POLYGON ((1368433.434877821 7416684.861747535, 1368433.434877821 7421684.861747535, 1363433.434877821 7421684.861747535, 1363433.434877821 7416684.861747535, 1368433.434877821 7416684.861747535))",ML
"POLYGON ((1368433.434877821 7421684.861747535, 1368433.434877821 7426684.861747535, 1363433.434877821 7426684.861747535, 1363433.434877821 7421684.861747535, 1368433.434877821 7421684.861747535))",ML
"POLYGON ((1368433.434877821 7426684.861747535, 1368433.434877821 7431684.861747535, 1363433.434877821 7431684.861747535, 1363433.434877821 7426684.861747535, 1368433.434877821 7426684.861747535))",ML
"POLYGON ((1368433.434877821 7431684.861747535, 1368433.434877821 7436684.861747535, 1363433.434877821 7436684.861747535, 1363433.434877821 7431684.861747535, 1368433.434877821 7431684.861747535))",ML
"POLYGON ((1368433.434877821 7436684.861747535, 1368433.434877821 7441684.861747535, 1363433.434877821 7441684.861747535, 1363433.434877821 7436684.861747535, 1368433.434877821 7436684.861747535))",ML
"POLYGON ((1368433.434877821 7441684.861747535, 1368433.434877821 7446684.861747535, 1363433.434877821 7446684.861747535, 1363433.434877821 7441684.861747535, 1368433.434877821 7441684.861747535))",ML
"POLYGON ((1368433.434877821 7466684.861747535, 1368433.434877821 7471684.861747535, 1363433.434877821 7471684.861747535, 1363433.434877821 7466684.861747535, 1368433.434877821 7466684.861747535))",F
"POLYGON ((1368433.434877821 7471684.861747535, 1368433.434877821 7476684.861747535, 1363433.434877821 7476684.861747535, 1363433.434877821 7471684.861747535, 1368433.434877821 7471684.861747535))",ML
"POLYGON ((1368433.434877821 7476684.861747535, 1368433.434877821 7481684.861747535, 1363433.434877821 7481684.861747535, 1363433.434877821 7476684.861747535, 1368433.434877821 7476684.861747535))",ML
"POLYGON ((1368433.434877821 7481684.861747535, 1368433.434877821 7486684.861747535, 1363433.434877821 7486684.861747535, 1363433.434877821 7481684.861747535, 1368433.434877821 7481684.861747535))",ML
"POLYGON ((1368433.434877821 7486684.861747535, 1368433.434877821 7491684.861747535, 1363433.434877821 7491684.861747535, 1363433.434877821 7486684.861747535, 1368433.434877821 7486684.861747535))",ML
"POLYGON ((1368433.434877821 7491684.861747535, 1368433.434877821 7496684.861747535, 1363433.434877821 7496684.861747535, 1363433.434877821 7491684.861747535, 1368433.434877821 7491684.861747535))",ML
"POLYGON ((1368433.434877821 7496684.861747535, 1368433.434877821 7501684.861747535, 1363433.434877821 7501684.861747535, 1363433.434877821 7496684.861747535, 1368433.434877821 7496684.861747535))",ML
"POLYGON ((1368433.434877821 7501684.861747535, 1368433.434877821 7506684.861747535, 1363433.434877821 7506684.861747535, 1363433.434877821 7501684.861747535, 1368433.434877821 7501684.861747535))",ML
"POLYGON ((1368433.434877821 7506684.861747535, 1368433.434877821 7511684.861747535, 1363433.434877821 7511684.861747535, 1363433.434877821 7506684.861747535, 1368433.434877821 7506684.861747535))",F
"POLYGON ((1368433.434877821 7511684.861747535, 1368433.434877821 7516684.861747535, 1363433.434877821 7516684.861747535, 1363433.434877821 7511684.861747535, 1368433.434877821 7511684.861747535))",F
"POLYGON ((1368433.434877821 7516684.861747535, 1368433.434877821 7521684.861747535, 1363433.434877821 7521684.861747535, 1363433.434877821 7516684.861747535, 1368433.434877821 7516684.861747535))",F
"POLYGON ((1368433.434877821 7521684.861747535, 1368433.434877821 7526684.861747535, 1363433.434877821 7526684.861747535, 1363433.434877821 7521684.861747535, 1368433.434877821 7521684.861747535))",DSG
"POLYGON ((1368433.434877821 7526684.861747535, 1368433.434877821 7531684.861747535, 1363433.434877821 7531684.861747535, 1363433.434877821 7526684.861747535, 1368433.434877821 7526684.861747535))",ML
"POLYGON ((1368433.434877821 7531684.861747535, 1368433.434877821 7536684.861747535, 1363433.434877821 7536684.861747535, 1363433.434877821 7531684.861747535, 1368433.434877821 7531684.861747535))",F
"POLYGON ((1368433.434877821 7536684.861747535, 1368433.434877821 7541684.861747535, 1363433.434877821 7541684.861747535, 1363433.434877821 7536684.861747535, 1368433.434877821 7536684.861747535))",DSG
"POLYGON ((1368433.434877821 7541684.861747535, 1368433.434877821 7546684.861747535, 1363433.434877821 7546684.861747535, 1363433.434877821 7541684.861747535, 1368433.434877821 7541684.861747535))",ML
"POLYGON ((1368433.434877821 7546684.861747535, 1368433.434877821 7551684.861747535, 1363433.434877821 7551684.861747535, 1363433.434877821 7546684.861747535, 1368433.434877821 7546684.861747535))",F
"POLYGON ((1368433.434877821 7551684.861747535, 1368433.434877821 7556684.861747535, 1363433.434877821 7556684.861747535, 1363433.434877821 7551684.861747535, 1368433.434877821 7551684.861747535))",DSG
"POLYGON ((1368433.434877821 7556684.861747535, 1368433.434877821 7561684.861747535, 1363433.434877821 7561684.861747535, 1363433.434877821 7556684.861747535, 1368433.434877821 7556684.861747535))",F
"POLYGON ((1368433.434877821 7561684.861747535, 1368433.434877821 7566684.861747535, 1363433.434877821 7566684.861747535, 1363433.434877821 7561684.861747535, 1368433.434877821 7561684.861747535))",DL
"POLYGON ((1368433.434877821 7566684.861747535, 1368433.434877821 7571684.861747535, 1363433.434877821 7571684.861747535, 1363433.434877821 7566684.861747535, 1368433.434877821 7566684.861747535))",DSG
"POLYGON ((1368433.434877821 7571684.861747535, 1368433.434877821 7576684.861747535, 1363433.434877821 7576684.861747535, 1363433.434877821 7571684.861747535, 1368433.434877821 7571684.861747535))",F
"POLYGON ((1368433.434877821 7576684.861747535, 1368433.434877821 7581684.861747535, 1363433.434877821 7581684.861747535, 1363433.434877821 7576684.861747535, 1368433.434877821 7576684.861747535))",ML
"POLYGON ((1368433.434877821 7581684.861747535, 1368433.434877821 7586684.861747535, 1363433.434877821 7586684.861747535, 1363433.434877821 7581684.861747535, 1368433.434877821 7581684.861747535))",F
"POLYGON ((1373433.434877821 7346684.861747535, 1373433.434877821 7351684.861747535, 1368433.434877821 7351684.861747535, 1368433.434877821 7346684.861747535, 1373433.434877821 7346684.861747535))",ML
"POLYGON ((1373433.434877821 7351684.861747535, 1373433.434877821 7356684.861747535, 1368433.434877821 7356684.861747535, 1368433.434877821 7351684.861747535, 1373433.434877821 7351684.861747535))",ML
"POLYGON ((1373433.434877821 7356684.861747535, 1373433.434877821 7361684.861747535, 1368433.434877821 7361684.861747535, 1368433.434877821 7356684.861747535, 1373433.434877821 7356684.861747535))",ML
"POLYGON ((1373433.434877821 7361684.861747535, 1373433.434877821 7366684.861747535, 1368433.434877821 7366684.861747535, 1368433.434877821 7361684.861747535, 1373433.434877821 7361684.861747535))",ML
"POLYGON ((1373433.434877821 7366684.861747535, 1373433.434877821 7371684.861747535, 1368433.434877821 7371684.861747535, 1368433.434877821 7366684.861747535, 1373433.434877821 7366684.861747535))",HSL
"POLYGON ((1373433.434877821 7406684.861747535, 1373433.434877821 7411684.861747535, 1368433.434877821 7411684.861747535, 1368433.434877821 7406684.861747535, 1373433.434877821 7406684.861747535))",ML
"POLYGON ((1373433.434877821 7411684.861747535, 1373433.434877821 7416684.861747535, 1368433.434877821 7416684.861747535, 1368433.434877821 7411684.861747535, 1373433.434877821 7411684.861747535))",ML
"POLYGON ((1373433.434877821 7416684.861747535, 1373433.434877821 7421684.861747535, 1368433.434877821 7421684.861747535, 1368433.434877821 7416684.861747535, 1373433.434877821 7416684.861747535))",ML
"POLYGON ((1373433.434877821 7421684.861747535, 1373433.434877821 7426684.861747535, 1368433.434877821 7426684.861747535, 1368433.434877821 7421684.861747535, 1373433.434877821 7421684.861747535))",ML
"POLYGON ((1373433.434877821 7426684.861747535, 1373433.434877821 7431684.861747535, 1368433.434877821 7431684.861747535, 1368433.434877821 7426684.861747535, 1373433.434877821 7426684.861747535))",ML
"POLYGON ((1373433.434877821 7431684.861747535, 1373433.434877821 7436684.861747535, 1368433.434877821 7436684.861747535, 1368433.434877821 7431684.861747535, 1373433.434877821 7431684.861747535))",ML
"POLYGON ((1373433.434877821 7436684.861747535, 1373433.434877821 7441684.861747535, 1368433.434877821 7441684.861747535, 1368433.434877821 7436684.861747535, 1373433.434877821 7436684.861747535))",ML
"POLYGON ((1373433.434877821 7471684.861747535, 1373433.434877821 7476684.861747535, 1368433.434877821 7476684.861747535, 1368433.434877821 7471684.861747535, 1373433.434877821 7471684.861747535))",ML
"POLYGON ((1373433.434877821 7476684.861747535, 1373433.434877821 7481684.861747535, 1368433.434877821 7481684.861747535, 1368433.434877821 7476684.861747535, 1373433.434877821 7476684.861747535))",ML
"POLYGON ((1373433.434877821 7481684.861747535, 1373433.434877821 7486684.861747535, 1368433.434877821 7486684.861747535, 1368433.434877821 7481684.861747535, 1373433.434877821 7481684.861747535))",ML
"POLYGON ((1373433.434877821 7486684.861747535, 1373433.434877821 7491684.861747535, 1368433.434877821 7491684.861747535, 1368433.434877821 7486684.861747535, 1373433.434877821 7486684.861747535))",DSG
"POLYGON ((1373433.434877821 7491684.861747535, 1373433.434877821 7496684.861747535, 1368433.434877821 7496684.861747535, 1368433.434877821 7491684.861747535, 1373433.434877821 7491684.861747535))",T
"POLYGON ((1373433.434877821 7496684.861747535, 1373433.434877821 7501684.861747535, 1368433.434877821 7501684.861747535, 1368433.434877821 7496684.861747535, 1373433.434877821 7496684.861747535))",ML
"POLYGON ((1373433.434877821 7501684.861747535, 1373433.434877821 7506684.861747535, 1368433.434877821 7506684.861747535, 1368433.434877821 7501684.861747535, 1373433.434877821 7501684.861747535))",ML
"POLYGON ((1373433.434877821 7506684.861747535, 1373433.434877821 7511684.861747535, 1368433.434877821 7511684.861747535, 1368433.434877821 7506684.861747535, 1373433.434877821 7506684.861747535))",ML
"POLYGON ((1373433.434877821 7511684.861747535, 1373433.434877821 7516684.861747535, 1368433.434877821 7516684.861747535, 1368433.434877821 7511684.861747535, 1373433.434877821 7511684.861747535))",ML
"POLYGON ((1373433.434877821 7516684.861747535, 1373433.434877821 7521684.861747535, 1368433.434877821 7521684.861747535, 1368433.434877821 7516684.861747535, 1373433.434877821 7516684.861747535))",ML
"POLYGON ((1373433.434877821 7521684.861747535, 1373433.434877821 7526684.861747535, 1368433.434877821 7526684.861747535, 1368433.434877821 7521684.861747535, 1373433.434877821 7521684.861747535))",DSG
"POLYGON ((1373433.434877821 7526684.861747535, 1373433.434877821 7531684.861747535, 1368433.434877821 7531684.861747535, 1368433.434877821 7526684.861747535, 1373433.434877821 7526684.861747535))",DSG
"POLYGON ((1373433.434877821 7531684.861747535, 1373433.434877821 7536684.861747535, 1368433.434877821 7536684.861747535, 1368433.434877821 7531684.861747535, 1373433.434877821 7531684.861747535))",ML
"POLYGON ((1373433.434877821 7536684.861747535, 1373433.434877821 7541684.861747535, 1368433.434877821 7541684.861747535, 1368433.434877821 7536684.861747535, 1373433.434877821 7536684.861747535))",ML
"POLYGON ((1373433.434877821 7541684.861747535, 1373433.434877821 7546684.861747535, 1368433.434877821 7546684.861747535, 1368433.434877821 7541684.861747535, 1373433.434877821 7541684.861747535))",DSG
"POLYGON ((1373433.434877821 7546684.861747535, 1373433.434877821 7551684.861747535, 1368433.434877821 7551684.861747535, 1368433.434877821 7546684.861747535, 1373433.434877821 7546684.861747535))",ML
"POLYGON ((1373433.434877821 7551684.861747535, 1373433.434877821 7556684.861747535, 1368433.434877821 7556684.861747535, 1368433.434877821 7551684.861747535, 1373433.434877821 7551684.861747535))",F
"POLYGON ((1373433.434877821 7556684.861747535, 1373433.434877821 7561684.861747535, 1368433.434877821 7561684.861747535, 1368433.434877821 7556684.861747535, 1373433.434877821 7556684.861747535))",F
"POLYGON ((1373433.434877821 7561684.861747535, 1373433.434877821 7566684.861747535, 1368433.434877821 7566684.861747535, 1368433.434877821 7561684.861747535, 1373433.434877821 7561684.861747535))",F
"POLYGON ((1373433.434877821 7566684.861747535, 1373433.434877821 7571684.861747535, 1368433.434877821 7571684.861747535, 1368433.434877821 7566684.861747535, 1373433.434877821 7566684.861747535))",ML
